block_number;block_timestamp;block_hash;transaction_hash;transaction_index;log_index;value;contract_type;transaction_type;token_address;token_id;from_address;to_address;amount;verified;operator
14405396;2022-03-17T17:41:39.000Z;0x3a7dfc8f23aa7ce8769b4eb9905b1e134aa07cf8ea3fb99f8716c3c300a92592;0x4034f4ed4d5fa99e0ee987ec86387fdbec9787f95e8bdba450353724ce9d421e;9;19;0;;Single;0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb;3915;0xd2e760420fb9971274c10ab22d2ea9c59be322f7;0xe896675803da7df23c9bbda3646bbd82593b6668;1;1;
14404736;2022-03-17T15:03:59.000Z;0x522ddafae721cdff11f4fd447ee7c7bfdfb3f9f60798a687f93cf68df686c11b;0x64979f6a38c4513ae8db9ff9a8497e1104d91ff22f82e0988bb3c2e954ec8ccc;69;72;100000000000000000000;;Single;0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb;6928;0xa8d31c4546a782085d81a1ec1598054400d7a2ae;0x27f8cf716723daa1dd131f5013fe5352052919b7;1;1;
14404677;2022-03-17T14:50:23.000Z;0x2f7a514de9de2f57882a04e9068c46136762f90f4c17869870870a21ff6b231a;0xc88a31a96781f391e85ae1089d714e108fc939c847ce092a1779eb82ea85809f;31;36;0;;Single;0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb;1370;0x1919db36ca2fa2e15f9000fd9cdc2edcf863e685;0x6639c089adfba8bb9968da643c6be208a70d6daa;1;1;
14404641;2022-03-17T14:43:35.000Z;0xe7d0f3a4232f3c14f6c2c6fb597286e4dfaae5274f298851d959fbe38f3b73ba;0x53b63aee1886ff03391dc28fb1ce88d79fd8ab3a02504f1852637753007f54d9;7;35;0;;Single;0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb;9174;0x4677389924b9947f448dbb4e68ed508b6e27aef1;0xd21e78c798a235f590560f4dbdd88a2fd0ef9fc6;1;1;
14404630;2022-03-17T14:41:12.000Z;0xdb74d39d20c5eb8baef7332113cc7804a0c4874526c6d823dfb566ecd0a7af99;0x742f53227376b99cc28546e63e4229bd89894899c2907624ac2477df99859910;2;7;66950000000000000000;;Single;0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb;9174;0x1919db36ca2fa2e15f9000fd9cdc2edcf863e685;0x4677389924b9947f448dbb4e68ed508b6e27aef1;1;1;
14404592;2022-03-17T14:32:54.000Z;0x80a8fdbfdb5ca83d885afd7b075c219f9a4e928779a52f1beb3453e25b54c234;0xd8e012a57407097d446648ca411256373ea84a9a664b64f6bdb7afd4c4a08e48;22;38;0;;Single;0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb;4596;0x8f45f0274616686ff10b8895845c50d3bd2fb3ba;0xf36972bbff0bb63dbc8f2c8a93625647b32e024b;1;1;
14404583;2022-03-17T14:30:54.000Z;0x4feb07b992d00ffce711cd28dcdcf411e95b433b07b59e7646b41dcbabe9de66;0x5b87880ced739111e1fa1452bc9225f61c4f5040d1622eed8d29ef1d391af8e0;15;30;0;;Single;0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb;4901;0x8f45f0274616686ff10b8895845c50d3bd2fb3ba;0xf36972bbff0bb63dbc8f2c8a93625647b32e024b;1;1;
14404549;2022-03-17T14:24:46.000Z;0xd7ce5b00cdfc9528505db6719a171e3b99e94d40622eb808ba6873808d959443;0x30e4039ed1c9124fddb1ede37097a1396fef9fd3d02c8e667d028e53e14da084;26;31;65000000000000000000;;Single;0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb;9174;0xd880e1494bfbe60f221b8a8506b5a1959c36127c;0x1919db36ca2fa2e15f9000fd9cdc2edcf863e685;1;1;
14404547;2022-03-17T14:24:14.000Z;0xd28cb20c426df36749c5cb603eeaf7e463d5072d6e7ae822ab7fc0ffd85d54f4;0x6fbb27c7d92554f3bdb2db4e51dea278211e014a5ba5b1f8d73400de6421e4ab;44;23;64950000000000000000;;Single;0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb;9662;0x1919db36ca2fa2e15f9000fd9cdc2edcf863e685;0x15903df309f04d1e4944ceb27499301c7e6d8e55;1;1;
14404484;2022-03-17T14:11:56.000Z;0x8fcd6ce64ea35ae7b3d1bc1bc38a06b0135ee80f7d37d78f403516b8d06ea22e;0x527611af98a9bdb87b8e41e1adf612a7d7e83fc44b2f1c0ef1543a5388038bf2;170;232;74990000000000000000;;Single;0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb;1370;0xabbc7e8cb731c39d6f92676b833e4a6bbed1ba47;0x1919db36ca2fa2e15f9000fd9cdc2edcf863e685;1;1;
14404429;2022-03-17T13:56:43.000Z;0x6d9b046b2b56c7704e05c26717a6d2e0b5d1080a81dc4110f63c60a4116315e5;0xb294745576a397779e75b3f0943be61cdb1c679e68df4d33b766955a3d8a382f;2;3;75570000000000000000;;Single;0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb;7526;0x00bc5b61042fa8375dba651a2309bc5595302ec1;0x9ad85d7c0f7eff3d0718c3a3a032557558f7048b;1;1;
14404358;2022-03-17T13:43:38.000Z;0x64a35daa75177d215af5f95436d254e8a5df9693c098f11a5a6e539805bf5a79;0x1490e30ed41e129663ec914d1811bf364e8d081fcb5636a157d2771399cd8d41;170;328;73000000000000000000;;Single;0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb;3825;0x8c40d627ee8a99d07fe9dbf041e11a3381c10697;0x36d636d44b3de366295aa605bb638fecef98d6be;1;1;
14404336;2022-03-17T13:37:53.000Z;0x1200f6ccfc354c6958967dbdb615f1888a222d03ba137566e225bee6dd608b42;0xe652fdb6b2c56f10bcbf74d6e222a2aca959292d6be5c7022b8e45ca2f299cd2;13;6;64000000000000000000;;Single;0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb;4200;0x01ea13520fc2c8612cf7b5ff1c9d4dc91180d64c;0xac780038c3b4248f1aa5f2e1856292a0e908ad84;1;1;
14404333;2022-03-17T13:36:44.000Z;0x0882d64a4c4c00064e82a96065054587318648e428c5b75832c3e1c97f103cc8;0x7a65cc4e9c1a420e120b6032f676cfe8764f479551cb521dde36f3bb709e6cd8;16;62;64950000000000000000;;Single;0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb;423;0x1919db36ca2fa2e15f9000fd9cdc2edcf863e685;0x7abf95d38ac2f521070939a089536561a5d00131;1;1;
14404314;2022-03-17T13:32:50.000Z;0xedf0f25119587795c4a7a78fde6214b9d069380deb3d4cd4f7b25bec7664b38b;0xafae648d727c0ec32b48421cd9abff8ea5367e3ff0f3aa9b7c13244afed83559;12;31;69950000000000000000;;Single;0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb;1404;0x1919db36ca2fa2e15f9000fd9cdc2edcf863e685;0xbefed71039112ee322ef9fb189af1258353b37d4;1;1;
14404232;2022-03-17T13:13:34.000Z;0x4422a636d1e7dc74ac84b69090dcd5e029f3b367dcdafc681999a0efa135aa07;0xaae052723d0edd2ab39a6aed89010fdf360a7c7181e1f9ba93477473d2ade6ff;16;61;67490000000000000000;;Single;0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb;5920;0x0eb1fe17657dc4f1dc04e58d4d1ff3b891cea329;0x23d23d05eca973294c648be9db31e6e6ae90c0c7;1;1;
14404167;2022-03-17T12:59:38.000Z;0x90cce81c34c0bd321ad697f7ba4e9dc110d0ae0f1feeb043f21f27f432a0b312;0x85b6326be83f07f711e9cf1a59c3fda7816e7a1a332414506accf064a9b118d2;38;30;62250000000000000000;;Single;0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb;9662;0x92041c816fa960e2352f49ac118771307c416a17;0x1919db36ca2fa2e15f9000fd9cdc2edcf863e685;1;1;
